time,t2m_kelvin,precip_m,pot_evap_m,soil_water_l1,soil_water_l2,solar_rad_jm2,year,month,t2m_celsius,precip_mm,pot_evap_mm,solar_rad_mjm2,source
2016-12-01,261.14897488109534,0.0014904534392150776,-0.00019045058974537978,0.3480883109702827,0.3259824255953331,2734701.680975737,2016,12,-12.0,46.2,5.9,84.776,ERA5_real
2017-01-01,262.26420175149616,0.0006868691302635692,-0.00011108727671266986,0.33028027600260207,0.31893660212468244,3558476.0049394527,2017,1,-10.89,21.29,3.44,110.313,ERA5_real
2017-02-01,260.0664504340804,0.0007810306310596494,-0.00023584236186788613,0.32253820340396167,0.31245372707822655,7631059.6041954,2017,2,-13.08,21.87,6.6,213.67,ERA5_real
2017-03-01,267.4972183726493,0.0006746926511578957,-0.000737659809069339,0.35277126887802557,0.3303147206977582,13230237.488718407,2017,3,-5.65,20.92,22.87,410.137,ERA5_real
2017-04-01,279.13821161994025,0.0009732873268214588,-0.004585631008175948,0.3977061654204083,0.3992121427857219,18367353.20408974,2017,4,5.99,29.2,137.57,551.021,ERA5_real
2017-05-01,287.3483555934104,0.0012392204882781602,-0.008907934198428813,0.28625203182177034,0.30020273018024407,21887605.855422735,2017,5,14.2,38.42,276.15,678.516,ERA5_real
2017-06-01,293.55786347347487,0.0012502468013113187,-0.009389909902008801,0.26362180875683533,0.26156809928158914,22983457.19511569,2017,6,20.41,37.51,281.7,689.504,ERA5_real
2017-07-01,293.98060357756657,0.0016163488294870562,-0.008353646843325862,0.2678778531835846,0.24357938130875367,21638006.674014095,2017,7,20.83,50.11,258.96,670.778,ERA5_real
2017-08-01,293.7875047576634,0.000742296589049652,-0.008226948853890787,0.23504349129887994,0.23561917344267075,19132092.171907622,2017,8,20.64,23.01,255.04,593.095,ERA5_real
2017-09-01,286.01101738895494,0.0008475016832653139,-0.005800032026719074,0.24463356808121628,0.2288832173590072,12284949.131130476,2017,9,12.86,25.43,174.0,368.548,ERA5_real
2017-10-01,276.27326316483624,0.001443782342121867,-0.002193770161399096,0.3132930399564869,0.2660114587397296,6580266.199494973,2017,10,3.12,44.76,68.01,203.988,ERA5_real
2017-11-01,271.2969307536401,0.0008102262145064477,-0.0008845466388720766,0.3589957742045458,0.3387699886124495,3697024.400208838,2017,11,-1.85,24.31,26.54,110.911,ERA5_real
2017-12-01,262.4992621007523,0.0006940609945896462,-0.00032253261242138796,0.340727022815104,0.32257917814525006,2921387.885846492,2017,12,-10.65,21.52,10.0,90.563,ERA5_real
2018-01-01,254.28158605279143,0.0003644067841970447,-0.00012872113458332754,0.3584739369520068,0.3151294772745214,4607197.358487421,2018,1,-18.87,11.3,3.99,142.823,ERA5_real
2018-02-01,261.0625536191826,0.0004308768194110888,-0.0002439767272640391,0.35608756552486415,0.3090763591799489,6759582.437307944,2018,2,-12.09,12.06,6.83,189.268,ERA5_real
2018-03-01,265.9663202449406,0.0014084589169059449,-0.0008597368157925112,0.4063098496265282,0.3403640423263095,12312639.951678695,2018,3,-7.18,43.66,26.65,381.692,ERA5_real
2018-04-01,277.7764913379146,0.0012011849531252388,-0.0042740692970900645,0.401719610497918,0.39379846337695945,16974117.922631316,2018,4,4.63,36.04,128.22,509.224,ERA5_real
2018-05-01,283.75394464001334,0.0014779170701735259,-0.007742740551147574,0.32642323460860345,0.3303759163575852,20147047.497981634,2018,5,10.6,45.82,240.02,624.558,ERA5_real
2018-06-01,291.2706787386052,0.0016876913161194462,-0.008725667891618183,0.27902456277706866,0.2747524052811544,21873613.888573036,2018,6,18.12,50.63,261.77,656.208,ERA5_real
2018-07-01,294.91530770112126,0.0014542885090845742,-0.00893166884096561,0.26372437372817265,0.2553236664064908,21937443.273006212,2018,7,21.77,45.08,276.88,680.061,ERA5_real
2018-08-01,291.5662774940352,0.0020322422033649855,-0.006790423225248121,0.2834733055927584,0.25732967022880365,16821800.341589846,2018,8,18.42,63.0,210.5,521.476,ERA5_real
2018-09-01,285.79467471596325,0.000848983755328655,-0.005201037672916831,0.29771743362925146,0.28949573778436716,12109590.303548822,2018,9,12.64,25.47,156.03,363.288,ERA5_real
2018-10-01,278.5271638776473,0.0013972495055705745,-0.0032867985943790578,0.3152282747872081,0.2897127472459979,6914752.0478726635,2018,10,5.38,43.31,101.89,214.357,ERA5_real
2018-11-01,267.89529692223505,0.0010849932139492563,-0.0010199562487203382,0.345852919313613,0.32822939843676097,3693759.9700733935,2018,11,-5.25,32.55,30.6,110.813,ERA5_real
2018-12-01,258.2492448531704,0.00045242447575757737,-9.880454631886326e-05,0.3462446711146723,0.318757333992934,3072066.16179849,2018,12,-14.9,14.03,3.06,95.234,ERA5_real
2019-01-01,260.3269318321383,0.00044750354509875213,-0.00011819766017956812,0.33655419348930926,0.31003105394637026,3727134.6246259157,2019,1,-12.82,13.87,3.66,115.541,ERA5_real
2019-02-01,259.7436764324116,0.0007493154760994655,-0.00019057060452274375,0.3312354242003289,0.30614313514562985,7302384.430923091,2019,2,-13.41,20.98,5.34,204.467,ERA5_real
2019-03-01,270.8691024249948,0.0007581802781686032,-0.001167258357462911,0.3936237077131922,0.35922830543336765,12467559.211046612,2019,3,-2.28,23.5,36.19,386.494,ERA5_real
2019-04-01,278.443438234743,0.0011444201976510357,-0.004585079862151881,0.3726508331930989,0.37177541937645714,17263269.217839025,2019,4,5.29,34.33,137.55,517.898,ERA5_real
2019-05-01,287.04625095891214,0.0005650778991055695,-0.008590675203495225,0.2712837348815162,0.2854295108443783,23200220.007151283,2019,5,13.9,17.52,266.31,719.207,ERA5_real
2019-06-01,291.15803370618346,0.0015309474020996207,-0.008653006255807979,0.26664368003787225,0.2528284709197933,21915591.22767555,2019,6,18.01,45.93,259.59,657.468,ERA5_real
2019-07-01,296.3007255915088,0.0011093944916154804,-0.010489399731920805,0.23534607171498637,0.23185491761835675,23202429.46421221,2019,7,23.15,34.39,325.17,719.275,ERA5_real
2019-08-01,293.2090488368814,0.0011066369771763483,-0.00857096973466682,0.23669053022446382,0.22186976640180917,18082867.80373843,2019,8,20.06,34.31,265.7,560.569,ERA5_real
2019-09-01,284.90757678138755,0.0015703091347139206,-0.005033577049349071,0.30619104557870297,0.2723226831249988,11860527.302649276,2019,9,11.76,47.11,151.01,355.816,ERA5_real
2019-10-01,280.1767543220398,0.0010577303421452594,-0.0030386557088690957,0.31746933125291155,0.29384982646141783,7157864.409845676,2019,10,7.03,32.79,94.2,221.894,ERA5_real
2019-11-01,265.8500316786991,0.0008774500965066562,-0.0010051522098398795,0.33603770059187255,0.31887575032069826,4147496.9440362416,2019,11,-7.3,26.32,30.15,124.425,ERA5_real
2019-12-01,265.0983315887323,0.00109532912513612,-0.00019858365191319411,0.3346097999005405,0.3114040649054708,2586786.09908458,2019,12,-8.05,33.96,6.16,80.19,ERA5_real
2020-01-01,264.64685586028014,0.001184618473263974,-0.00017685461934580356,0.3255688804267191,0.3074468661800626,3428240.7921176706,2020,1,-8.5,36.72,5.48,106.275,ERA5_real
2020-02-01,266.468506624817,0.0012282365027979543,-0.00035143469073147367,0.3408917141833899,0.3116787882468832,6682341.374854241,2020,2,-6.68,35.62,10.19,193.788,ERA5_real
2020-03-01,271.03408874416135,0.0004424756474806655,-0.0014724921158147494,0.39688074162359677,0.37403816627517505,13569998.992367418,2020,3,-2.12,13.72,45.65,420.67,ERA5_real
2020-04-01,282.26404750290754,0.0012569848638687678,-0.0060480558394696675,0.3634371016145691,0.36828647474871473,17499071.23666806,2020,4,9.11,37.71,181.44,524.972,ERA5_real
2020-05-01,290.99071482825434,0.0010197771542934282,-0.008974866781187555,0.27628529454494805,0.29436555624610744,22891985.920025807,2020,5,17.84,31.61,278.22,709.652,ERA5_real
2020-06-01,292.03013821351135,0.001126781629474373,-0.010257845803828092,0.22222575047443557,0.2313483846931432,23410812.902040813,2020,6,18.88,33.8,307.74,702.324,ERA5_real
2020-07-01,295.7378894293426,0.001646729706912422,-0.00933155008354343,0.26090188429223427,0.2483627695358908,22301161.289715074,2020,7,22.59,51.05,289.28,691.336,ERA5_real
2020-08-01,293.34049181315385,0.0013516919777069316,-0.008131781670200358,0.2672403177630778,0.24810133615933427,18001198.172921382,2020,8,20.19,41.9,252.09,558.037,ERA5_real
2020-09-01,285.3595306896905,0.001156758747529236,-0.005679335261319647,0.2662704775280035,0.24907476106127005,12154639.850041188,2020,9,12.21,34.7,170.38,364.639,ERA5_real
2020-10-01,278.07639195248913,0.0009434924567336477,-0.003121165091633988,0.29215299063145034,0.27283281013102406,7001415.5372993965,2020,10,4.93,29.25,96.76,217.044,ERA5_real
2020-11-01,267.7496660889606,0.0008807028771524271,-0.0010704950320527455,0.33528559187546136,0.3121455744091382,3953650.1661279094,2020,11,-5.4,26.42,32.11,118.61,ERA5_real
2020-12-01,259.584437096401,0.00044993023969527196,-0.00016328950833669183,0.32269227413205165,0.30334675008927076,2845771.416324224,2020,12,-13.57,13.95,5.06,88.219,ERA5_real
2021-01-01,256.6590785296631,0.0005958901741075978,-0.00012615875509643237,0.31936505919238783,0.2955812649945767,4017746.0288875247,2021,1,-16.49,18.47,3.91,124.55,ERA5_real
2021-02-01,260.08429536432163,0.001403741451157525,-0.0002553600194039245,0.34545923679922375,0.2980110972249448,7168951.816361062,2021,2,-13.07,39.3,7.15,200.731,ERA5_real
2021-03-01,266.25090747505084,0.0010044314957946478,-0.000742186147638596,0.36179349053030196,0.30988646519259533,12991773.915395802,2021,3,-6.9,31.14,23.01,402.745,ERA5_real
2021-04-01,278.6419738543887,0.0004109512874419202,-0.004443738718676753,0.3775998454722022,0.37621766682192825,19504253.6731946,2021,4,5.49,12.33,133.31,585.128,ERA5_real
2021-05-01,291.5434179597592,0.0005209853355060712,-0.009703065160799385,0.2440660444051894,0.2727598162972829,23810542.446846105,2021,5,18.39,16.15,300.8,738.127,ERA5_real
2021-06-01,292.9786689592562,0.0008899855261593689,-0.010276257781259401,0.22321579749799142,0.2222062195669774,23945220.297257513,2021,6,19.83,26.7,308.29,718.357,ERA5_real
2021-07-01,295.1263359383717,0.0014654093746052507,-0.00974257131199069,0.24758020862598026,0.2387658169005293,21665537.96634305,2021,7,21.98,45.43,302.02,671.632,ERA5_real
2021-08-01,294.8326316831864,0.000828927429097929,-0.008385333527347077,0.22573226391013773,0.2302808654070871,19117455.28501009,2021,8,21.68,25.7,259.95,592.641,ERA5_real
2021-09-01,284.5648431952392,0.0010928761058950985,-0.005976728600970156,0.25542187111197023,0.22703127812503696,12388638.303949298,2021,9,11.41,32.79,179.3,371.659,ERA5_real
2021-10-01,277.2472016294754,0.000731560781698355,-0.0024851353648173017,0.30894991584127196,0.27393499417487227,6995294.824314661,2021,10,4.1,22.68,77.04,216.854,ERA5_real
2021-11-01,268.0645186526016,0.0011129801742115594,-0.001398875470454072,0.32970308476017524,0.30000498932464004,4067183.5227730135,2021,11,-5.09,33.39,41.97,122.016,ERA5_real
2021-12-01,264.3725231996614,0.0007862274327098714,-0.0003379257851212061,0.3461585279296567,0.31011395093384797,2674909.4102035784,2021,12,-8.78,24.37,10.48,82.922,ERA5_real
2022-01-01,261.3349447521652,0.0007839135089033149,-0.00014108359987425716,0.35039755003657796,0.3095250462613652,3732306.0451350342,2022,1,-11.82,24.3,4.37,115.701,ERA5_real
2022-02-01,263.9516065503452,0.0006881853841193696,-0.00026098901216357705,0.33866158365334126,0.30607113360859395,7293298.353059484,2022,2,-9.2,19.27,7.31,204.212,ERA5_real
2022-03-01,265.99897692791546,0.0008672363426059229,-0.0007911378381078454,0.36421735540008165,0.3227890505235234,12745078.634983199,2022,3,-7.15,26.88,24.53,395.097,ERA5_real
2022-04-01,281.6098927757411,0.00048582787963487057,-0.005422048920831425,0.3621164546666322,0.3685393568231878,18820563.830172766,2022,4,8.46,14.57,162.66,564.617,ERA5_real
2022-05-01,288.3453579642554,0.0009175911932846656,-0.009111363776601879,0.25004327630779966,0.26458952184200735,21619251.17905604,2022,5,15.2,28.45,282.45,670.197,ERA5_real
2022-06-01,292.99262981735626,0.0010474998821363292,-0.009673880928845597,0.2412698510970275,0.23261554656326117,22721516.117758438,2022,6,19.84,31.42,290.22,681.645,ERA5_real
2022-07-01,294.9783778826013,0.0015008951375976613,-0.009106092167251454,0.2440323397736847,0.22852727745733117,21127108.56004662,2022,7,21.83,46.53,282.29,654.94,ERA5_real
2022-08-01,292.38827014685944,0.000753410480384524,-0.0079704332551404,0.24613173627416624,0.23917114520492413,19332958.915502593,2022,8,19.24,23.36,247.08,599.322,ERA5_real
2022-09-01,287.65533253922956,0.00040025107269151997,-0.004075090576842629,0.22936802914671198,0.22253352369263377,9655169.232553342,2022,9,14.51,12.01,122.25,289.655,ERA5_real
2022-10-01,278.0835903275767,0.0005057868065727255,-0.0017355731810894033,0.26567201127929974,0.23364794625222704,5146715.56256202,2022,10,4.93,15.68,53.8,159.548,ERA5_real
2022-11-01,266.56835935282453,0.0008216897787809979,-0.0005189429137668073,0.35372543348783053,0.32004598298535103,2571048.733125901,2022,11,-6.58,24.65,15.57,77.131,ERA5_real
2022-12-01,258.65641733360457,0.00032765386491613,-0.00010453128205061268,0.33895385340420703,0.3144627852727584,2232501.342925334,2022,12,-14.49,10.16,3.24,69.208,ERA5_real
2023-01-01,259.98832210824554,0.00041938539229637186,-0.00010255413138673922,0.34497624267467125,0.30585168604702345,2914767.3884605365,2023,1,-13.16,13.0,3.18,90.358,ERA5_real
2023-02-01,262.11793362882804,0.00044477025573352885,-0.000188130582531082,0.34953730922622234,0.3029886380785066,4785679.339437615,2023,2,-11.03,12.45,5.27,133.999,ERA5_real
2023-03-01,271.18986897286493,0.0004429596915689038,-0.0009090814101909138,0.4058822695876533,0.37052776501669443,9479201.844638914,2023,3,-1.96,13.73,28.18,293.855,ERA5_real
2023-04-01,278.6641945088291,0.0003821418619598381,-0.0035051338396616793,0.3553864349009887,0.36162723410246866,14099781.460330548,2023,4,5.51,11.46,105.15,422.993,ERA5_real
2023-05-01,288.16194033535544,0.000302102612729348,-0.005755923672789118,0.24457629417372817,0.2679874318578643,16695618.516437346,2023,5,15.01,9.37,178.43,517.564,ERA5_real
2023-06-01,293.610722843192,0.0006096708471599638,-0.006515740305519027,0.22420043954124239,0.22222335689509823,16820791.744496003,2023,6,20.46,18.29,195.47,504.624,ERA5_real
2023-07-01,297.4845870264236,0.00048290736680548554,-0.0066486110200276675,0.22662087416457136,0.22105397210596747,16390751.00122311,2023,7,24.33,14.97,206.11,508.113,ERA5_real
2023-08-01,293.0589998283019,0.0010519354718858459,-0.004783684250338852,0.2585862092544412,0.22998553742758007,12724061.141527653,2023,8,19.91,32.61,148.29,394.446,ERA5_real
2023-09-01,286.1614627048023,0.0010516802670076117,-0.0023646019191789604,0.3492591181628245,0.3251195048511178,7961816.872961005,2023,9,13.01,31.55,70.94,238.855,ERA5_real
2023-10-01,279.444855204605,0.0008677405616607823,-0.0016536923339347876,0.3401933877367633,0.3216766166033705,4713561.00647603,2023,10,6.29,26.9,51.26,146.12,ERA5_real
2023-11-01,273.8808056498145,0.0008737477122760661,-0.0006528743593162612,0.3944030753995024,0.37912424711028286,2440897.1743773283,2023,11,0.73,26.21,19.59,73.227,ERA5_real
2023-12-01,262.6219800578262,0.0008238145568328584,-0.00028532542376480695,0.3998274452469486,0.3786001236174456,1985503.6925772787,2023,12,-10.53,25.54,8.85,61.551,ERA5_real
2024-01-01,259.5240718500713,0.0006017999166400535,-0.00010472715980992785,0.38572847304383395,0.3698669714511835,2703447.630838397,2024,1,-13.63,18.66,3.25,83.807,ERA5_real
2024-02-01,259.2658310522099,0.0004972889692712449,-0.00019875923432755274,0.38756139191455885,0.36783963125234537,5601101.793456297,2024,2,-13.88,14.42,5.76,162.432,ERA5_real
2024-03-01,268.9367599864925,0.0006683105160955059,-0.0008729336221981028,0.40006871800689914,0.3827348489027684,12463476.703690574,2024,3,-4.21,20.72,27.06,386.368,ERA5_real
2024-04-01,281.4525436304492,0.0009430087626294582,-0.004684222465610007,0.38019847919140803,0.3911848385117016,17443113.130767617,2024,4,8.3,28.29,140.53,523.293,ERA5_real
2024-05-01,284.39856867628913,0.0022725655062055526,-0.006465916905718981,0.35571691476945444,0.34917937805191596,19389132.011545412,2024,5,11.25,70.45,200.44,601.063,ERA5_real
2024-06-01,294.2983994897702,0.0017251055948765016,-0.008452080892688733,0.30103503615450283,0.3085439210066853,22900620.32099173,2024,6,21.15,51.75,253.56,687.019,ERA5_real
2024-07-01,294.2433383030953,0.002636497733435016,-0.007405917339628864,0.3148996368119625,0.29913065193150395,20108920.601215933,2024,7,21.09,81.73,229.58,623.377,ERA5_real
2024-08-01,291.4574426379941,0.002057151706780729,-0.006219277361053695,0.3136817327245363,0.2976968069176708,16715950.43312591,2024,8,18.31,63.77,192.8,518.194,ERA5_real
2024-09-01,284.7397318951148,0.0007427990711439673,-0.0047321296308123284,0.29363373358403383,0.2970729708539269,12963469.064537311,2024,9,11.59,22.28,141.96,388.904,ERA5_real
2024-10-01,277.5940309229006,0.0010512201702393162,-0.002368768018327385,0.28890782745177684,0.274780906001226,6949894.214036915,2024,10,4.44,32.59,73.43,215.447,ERA5_real
2024-11-01,269.01923320170937,0.0012083568428593442,-0.0008433934624083109,0.36059695742677617,0.34508586132945385,3969887.164183668,2024,11,-4.13,36.25,25.3,119.097,ERA5_real
2024-12-01,264.6829915282135,0.0006321231685504839,-0.00032217703051658534,0.3379349145716734,0.330677581070703,2581275.181141416,2024,12,-8.47,19.6,9.99,80.02,ERA5_real
2025-01-01,263.40837570093646,0.0009756530875249759,-0.00021816146775414867,0.33401595005573825,0.3228146545984032,3703582.943227061,2025,1,-9.74,30.25,6.76,114.811,ERA5_real
2025-02-01,264.63146186854374,0.0005321955575087122,-0.0002428879416593208,0.32794610110658,0.3186244896584922,6674342.242824856,2025,2,-8.52,14.9,6.8,186.882,ERA5_real
2025-03-01,270.64938430876,0.0007941282439231156,-0.0013823924954721905,0.37779125079690984,0.36448770509032985,12904756.781395717,2025,3,-2.5,24.62,42.85,400.047,ERA5_real
2025-04-01,283.27032860393274,0.0011060848513379357,-0.0060104939130116355,0.3619234877172347,0.3669560782628728,17701878.738430534,2025,4,10.12,33.18,180.31,531.056,ERA5_real
2025-05-01,289.6077415386604,0.0015378771844419801,-0.007888017536006452,0.29642005142820577,0.30508157359186533,20580609.650553007,2025,5,16.46,47.67,244.53,637.999,ERA5_real
2025-06-01,294.3482462670682,0.0019011417702151999,-0.008778336809831342,0.2712858243558356,0.25472169655489596,22197283.49894208,2025,6,21.2,57.03,263.35,665.919,ERA5_real
2025-07-01,294.38096364354914,0.0016041719727487849,-0.00846591596719871,0.2610460739368263,0.24753186325427498,21177426.51923752,2025,7,21.23,49.73,262.44,656.5,ERA5_real
2025-08-01,291.8484307612202,0.0016991839326838658,-0.0069236479045552395,0.29706200149369605,0.27630394678573605,17834601.28874943,2025,8,18.7,52.67,214.63,552.873,ERA5_real
2025-09-01,286.4548660708642,0.0012278636192757267,-0.004861087919281334,0.3004177819018295,0.27877898550229585,11599363.711459348,2025,9,13.3,36.84,145.83,347.981,ERA5_real
2025-10-01,276.59787735125195,0.00038212875670635987,-0.002383049556337496,0.28495770530217773,0.2781565896398031,7621915.016605021,2025,10,3.45,11.85,73.87,236.279,ERA5_real
2025-11-01,272.7865570064943,0.0015101579451501838,-0.0010399218693611868,0.366916503293015,0.33306028873828836,3287100.8405782725,2025,11,-0.36,45.3,31.2,98.613,ERA5_real
2025-12-01,264.3311453765001,0.001080826923660505,-0.00041059672567229336,0.35037788914624823,0.3384400861713281,2471643.406583374,2025,12,-8.82,33.51,12.73,76.621,ERA5_real
