year,region,crop,district,area_ha,production_ton,yield_kgha,source
1997,Северо-Казахстанская область,Пшеница,Айыртауский район,168807.0,179538.6,1063.5731930547904,stat_gov_kz_real
1998,Северо-Казахстанская область,Пшеница,Айыртауский район,176874.0,119700.3,676.754638895485,stat_gov_kz_real
1999,Северо-Казахстанская область,Пшеница,Айыртауский район,196472.0,291602.8,1484.19520338776,stat_gov_kz_real
2000,Северо-Казахстанская область,Пшеница,Айыртауский район,248518.0,191518.7,770.6431727279312,stat_gov_kz_real
2001,Северо-Казахстанская область,Пшеница,Айыртауский район,248080.0,262729.4,1059.0511125443406,stat_gov_kz_real
2002,Северо-Казахстанская область,Пшеница,Айыртауский район,250074.0,254430.1,1017.4192439038045,stat_gov_kz_real
2003,Северо-Казахстанская область,Пшеница,Айыртауский район,242600.0,220164.7,907.5214344600164,stat_gov_kz_real
2004,Северо-Казахстанская область,Пшеница,Айыртауский район,245445.0,202099.5,823.400354458229,stat_gov_kz_real
2005,Северо-Казахстанская область,Пшеница,Айыртауский район,263247.0,269905.7,1025.2944952838968,stat_gov_kz_real
2006,Северо-Казахстанская область,Пшеница,Айыртауский район,240219.0,354087.2,1474.0182916422098,stat_gov_kz_real
2007,Северо-Казахстанская область,Пшеница,Айыртауский район,235762.0,,1459.9888870980055,stat_gov_kz_real
2008,Северо-Казахстанская область,Пшеница,Айыртауский район,241789.0,314547.8,1300.9185694965445,stat_gov_kz_real
2009,Северо-Казахстанская область,Пшеница,Айыртауский район,282088.0,397454.5,1408.9734409120558,stat_gov_kz_real
2010,Северо-Казахстанская область,Пшеница,Айыртауский район,268581.0,245837.6,915.3201455054526,stat_gov_kz_real
2011,Северо-Казахстанская область,Пшеница,Айыртауский район,265458.6,610235.46,2298.797100564834,stat_gov_kz_real
2012,Северо-Казахстанская область,Пшеница,Айыртауский район,273386.0,422812.29000000004,1546.5762328722028,stat_gov_kz_real
2013,Северо-Казахстанская область,Пшеница,Айыртауский район,249101.0,313979.52999999997,1260.4507007197883,stat_gov_kz_real
2014,Северо-Казахстанская область,Пшеница,Айыртауский район,235651.0,324382.7,1376.5386100631868,stat_gov_kz_real
2015,Северо-Казахстанская область,Пшеница,Айыртауский район,203815.97,301720.11600000004,1480.355616883211,stat_gov_kz_real
2016,Северо-Казахстанская область,Пшеница,Айыртауский район,214986.0,303290.77,1410.746606755789,stat_gov_kz_real
2017,Северо-Казахстанская область,Пшеница,Айыртауский район,188580.0,316238.35000000003,1676.9453282426557,stat_gov_kz_real
2018,Северо-Казахстанская область,Пшеница,Айыртауский район,163449.0,214769.81000000003,1313.9866869788132,stat_gov_kz_real
2019,Северо-Казахстанская область,Пшеница,Айыртауский район,159187.0,202258.33000000002,1270.5706496133478,stat_gov_kz_real
2020,Северо-Казахстанская область,Пшеница,Айыртауский район,195203.0,262902.532,1346.8160427862276,stat_gov_kz_real
2021,Северо-Казахстанская область,Пшеница,Айыртауский район,200482.0,201448.127,1004.8190211590068,stat_gov_kz_real
2022,Северо-Казахстанская область,Пшеница,Айыртауский район,200499.5,314014.99,1570.0,stat_gov_kz_real
2023,Северо-Казахстанская область,Пшеница,Айыртауский район,208293.7,250415.902,1212.98,stat_gov_kz_real
2024,Северо-Казахстанская область,Пшеница,Айыртауский район,199238.0,355408.66000000003,1789.9999999999998,stat_gov_kz_real
2025,Северо-Казахстанская область,Пшеница,Айыртауский район,150080.5,326056.24,2170.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Ячмень,Айыртауский район,127551.0,260254.5,2100.0,stat_gov_kz_real
1991,Северо-Казахстанская область,Ячмень,Айыртауский район,126180.0,68603.0,819.9999999999999,stat_gov_kz_real
1992,Северо-Казахстанская область,Ячмень,Айыртауский район,112532.0,250087.6,2220.0,stat_gov_kz_real
1993,Северо-Казахстанская область,Ячмень,Айыртауский район,135237.0,134425.9,1000.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Ячмень,Айыртауский район,99803.0,159131.7,1600.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Ячмень,Айыртауский район,83143.0,62440.600000000006,750.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Ячмень,Айыртауский район,69353.0,86007.0,1290.0,stat_gov_kz_real
1997,Северо-Казахстанская область,Ячмень,Айыртауский район,73945.0,76842.90000000001,1260.0,stat_gov_kz_real
1998,Северо-Казахстанская область,Ячмень,Айыртауский район,70090.0,34951.4,560.0,stat_gov_kz_real
1999,Северо-Казахстанская область,Ячмень,Айыртауский район,71444.0,93614.70000000001,1310.0,stat_gov_kz_real
2000,Северо-Казахстанская область,Ячмень,Айыртауский район,42129.0,34484.700000000004,830.0000000000001,stat_gov_kz_real
2001,Северо-Казахстанская область,Ячмень,Айыртауский район,39960.0,32640.0,830.0000000000001,stat_gov_kz_real
2002,Северо-Казахстанская область,Ячмень,Айыртауский район,47691.0,46744.200000000004,980.0000000000001,stat_gov_kz_real
2003,Северо-Казахстанская область,Ячмень,Айыртауский район,58499.0,59006.9,1010.0,stat_gov_kz_real
2004,Северо-Казахстанская область,Ячмень,Айыртауский район,29271.0,21182.9,730.0,stat_gov_kz_real
2005,Северо-Казахстанская область,Ячмень,Айыртауский район,25765.0,37205.9,1440.0,stat_gov_kz_real
2006,Северо-Казахстанская область,Ячмень,Айыртауский район,43496.0,75917.72,1750.0,stat_gov_kz_real
2007,Северо-Казахстанская область,Ячмень,Айыртауский район,54534.0,94375.70000000001,1730.0,stat_gov_kz_real
2008,Северо-Казахстанская область,Ячмень,Айыртауский район,74463.0,114402.90000000001,1540.0,stat_gov_kz_real
2009,Северо-Казахстанская область,Ячмень,Айыртауский район,46527.0,76757.1,1670.0,stat_gov_kz_real
2010,Северо-Казахстанская область,Ячмень,Айыртауский район,49581.0,41902.600000000006,850.0,stat_gov_kz_real
2011,Северо-Казахстанская область,Ячмень,Айыртауский район,38263.1,96069.11,2510.0,stat_gov_kz_real
2012,Северо-Казахстанская область,Ячмень,Айыртауский район,41124.0,57852.71,1410.0,stat_gov_kz_real
2013,Северо-Казахстанская область,Ячмень,Айыртауский район,41409.0,76084.62,1839.9999999999998,stat_gov_kz_real
2014,Северо-Казахстанская область,Ячмень,Айыртауский район,62156.0,127130.8,2050.0,stat_gov_kz_real
2015,Северо-Казахстанская область,Ячмень,Айыртауский район,51489.97,81446.842,1600.0,stat_gov_kz_real
2016,Северо-Казахстанская область,Ячмень,Айыртауский район,53523.0,95992.22,1820.0,stat_gov_kz_real
2017,Северо-Казахстанская область,Ячмень,Айыртауский район,43650.0,77611.34,1789.9999999999998,stat_gov_kz_real
2018,Северо-Казахстанская область,Ячмень,Айыртауский район,55861.0,92144.53000000001,1650.0,stat_gov_kz_real
2019,Северо-Казахстанская область,Ячмень,Айыртауский район,76681.0,107826.46000000002,1430.0,stat_gov_kz_real
2020,Северо-Казахстанская область,Ячмень,Айыртауский район,25711.0,87057.53000000001,1450.0,stat_gov_kz_real
2021,Северо-Казахстанская область,Ячмень,Айыртауский район,57058.0,53867.32,1000.0,stat_gov_kz_real
2022,Северо-Казахстанская область,Ячмень,Айыртауский район,47765.0,89061.04000000001,1860.0000000000002,stat_gov_kz_real
2023,Северо-Казахстанская область,Ячмень,Айыртауский район,76187.0,96845.433,1284.44,stat_gov_kz_real
2024,Северо-Казахстанская область,Ячмень,Айыртауский район,70763.7,123123.72,1750.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Ячмень,Айыртауский район,68213.5,144514.72,2130.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
1991,Северо-Казахстанская область,Подсолнечник,Акжарский район,880.0,,,stat_gov_kz_real
1992,Северо-Казахстанская область,Подсолнечник,Акжарский район,2296.0,150.20000000000002,190.0,stat_gov_kz_real
1993,Северо-Казахстанская область,Подсолнечник,Акжарский район,2342.0,233.5,250.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Подсолнечник,Акжарский район,2235.0,268.5,270.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Подсолнечник,Акжарский район,1605.0,96.7,140.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Подсолнечник,Акжарский район,844.0,139.6,260.0,stat_gov_kz_real
1997,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
1998,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
1999,Северо-Казахстанская область,Подсолнечник,Акжарский район,1123.0,16.7,14.870881567230631,stat_gov_kz_real
2000,Северо-Казахстанская область,Подсолнечник,Акжарский район,150.0,7.800000000000001,52.0,stat_gov_kz_real
2001,Северо-Казахстанская область,Подсолнечник,Акжарский район,200.0,65.0,330.0,stat_gov_kz_real
2002,Северо-Казахстанская область,Подсолнечник,Акжарский район,100.0,20.0,200.0,stat_gov_kz_real
2003,Северо-Казахстанская область,Подсолнечник,Акжарский район,500.0,120.0,240.0,stat_gov_kz_real
2004,Северо-Казахстанская область,Подсолнечник,Акжарский район,6.0,4.0,670.0,stat_gov_kz_real
2005,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2006,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2007,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2008,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2009,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2010,Северо-Казахстанская область,Подсолнечник,Акжарский район,123.0,9.700000000000001,80.0,stat_gov_kz_real
2011,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2012,Северо-Казахстанская область,Подсолнечник,Акжарский район,392.0,450.0,1150.0,stat_gov_kz_real
2013,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,,stat_gov_kz_real
2014,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,0.0,stat_gov_kz_real
2015,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,0.0,stat_gov_kz_real
2016,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,0.0,stat_gov_kz_real
2017,Северо-Казахстанская область,Подсолнечник,Акжарский район,,,0.0,stat_gov_kz_real
2018,Северо-Казахстанская область,Подсолнечник,Акжарский район,0.0,,0.0,stat_gov_kz_real
2023,Северо-Казахстанская область,Подсолнечник,Акжарский район,62.0,28.0,450.0,stat_gov_kz_real
2024,Северо-Казахстанская область,Подсолнечник,Акжарский район,2454.0,4334.3,1770.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Подсолнечник,Акжарский район,5299.0,7428.5,1400.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Пшеница,Акжарский район,214965.0,198074.1,921.424883120508,stat_gov_kz_real
1991,Северо-Казахстанская область,Пшеница,Акжарский район,194976.0,60557.8,310.5910471032332,stat_gov_kz_real
1992,Северо-Казахстанская область,Пшеница,Акжарский район,195782.0,159996.5,817.2176195973072,stat_gov_kz_real
1993,Северо-Казахстанская область,Пшеница,Акжарский район,162940.0,220248.6,1351.7159690683688,stat_gov_kz_real
1994,Северо-Казахстанская область,Пшеница,Акжарский район,173322.0,141413.4,815.8998857617613,stat_gov_kz_real
1995,Северо-Казахстанская область,Пшеница,Акжарский район,173488.0,120911.5,696.9444572535276,stat_gov_kz_real
1996,Северо-Казахстанская область,Пшеница,Акжарский район,180441.0,197494.2,1094.508454286997,stat_gov_kz_real
1997,Северо-Казахстанская область,Пшеница,Акжарский район,189999.0,153127.0,805.9358207148458,stat_gov_kz_real
1998,Северо-Казахстанская область,Пшеница,Акжарский район,178921.0,111773.8,624.7103470246645,stat_gov_kz_real
1999,Северо-Казахстанская область,Пшеница,Акжарский район,189799.0,131553.4,693.1195633275202,stat_gov_kz_real
2000,Северо-Казахстанская область,Пшеница,Акжарский район,181683.0,96593.20000000001,531.6578876394599,stat_gov_kz_real
2001,Северо-Казахстанская область,Пшеница,Акжарский район,166541.0,178864.40000000002,1073.9961931296198,stat_gov_kz_real
2002,Северо-Казахстанская область,Пшеница,Акжарский район,187872.0,142051.30000000002,756.1068174075966,stat_gov_kz_real
2003,Северо-Казахстанская область,Пшеница,Акжарский район,177304.0,117103.5,660.4673329422913,stat_gov_kz_real
2004,Северо-Казахстанская область,Пшеница,Акжарский район,200760.0,179325.30000000002,893.2322175732218,stat_gov_kz_real
2005,Северо-Казахстанская область,Пшеница,Акжарский район,218914.0,209835.40000000002,958.5289200325242,stat_gov_kz_real
2006,Северо-Казахстанская область,Пшеница,Акжарский район,243668.0,298372.60000000003,1224.504653873303,stat_gov_kz_real
2007,Северо-Казахстанская область,Пшеница,Акжарский район,249227.0,,1392.931744955402,stat_gov_kz_real
2008,Северо-Казахстанская область,Пшеница,Акжарский район,274460.0,151322.0,551.3444582088464,stat_gov_kz_real
2009,Северо-Казахстанская область,Пшеница,Акжарский район,295784.0,383765.30000000005,1297.4511805912423,stat_gov_kz_real
2010,Северо-Казахстанская область,Пшеница,Акжарский район,299639.0,357695.0,1193.75314962338,stat_gov_kz_real
2011,Северо-Казахстанская область,Пшеница,Акжарский район,254248.0,402062.2,1581.3780246058966,stat_gov_kz_real
2012,Северо-Казахстанская область,Пшеница,Акжарский район,278020.0,212318.30000000002,763.679951082656,stat_gov_kz_real
2013,Северо-Казахстанская область,Пшеница,Акжарский район,206249.0,180014.0,872.7993832697371,stat_gov_kz_real
2014,Северо-Казахстанская область,Пшеница,Акжарский район,142289.0,184202.1,1294.5631777579433,stat_gov_kz_real
2015,Северо-Казахстанская область,Пшеница,Акжарский район,138446.04,207149.0,1496.2435906436904,stat_gov_kz_real
2016,Северо-Казахстанская область,Пшеница,Акжарский район,134132.0,176468.30000000002,1315.6316166164675,stat_gov_kz_real
2017,Северо-Казахстанская область,Пшеница,Акжарский район,159230.0,200705.25,1260.4738428688063,stat_gov_kz_real
2018,Северо-Казахстанская область,Пшеница,Акжарский район,127771.0,179993.53000000003,1408.7197407862504,stat_gov_kz_real
2019,Северо-Казахстанская область,Пшеница,Акжарский район,143719.4,178463.86000000002,1241.7520529587516,stat_gov_kz_real
2020,Северо-Казахстанская область,Пшеница,Акжарский район,157563.2,207274.0,1315.4975273414095,stat_gov_kz_real
2021,Северо-Казахстанская область,Пшеница,Акжарский район,165164.2,195385.30000000002,1182.9760928821136,stat_gov_kz_real
2022,Северо-Казахстанская область,Пшеница,Акжарский район,178338.5,174334.90000000002,980.0000000000001,stat_gov_kz_real
2023,Северо-Казахстанская область,Пшеница,Акжарский район,199149.9,108676.78400000001,567.3199999999999,stat_gov_kz_real
2024,Северо-Казахстанская область,Пшеница,Акжарский район,179048.5,284074.32,1590.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Пшеница,Акжарский район,160238.1,247736.49,1550.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Ячмень,Акжарский район,53175.0,73254.7,1410.0,stat_gov_kz_real
1991,Северо-Казахстанская область,Ячмень,Акжарский район,56462.0,11360.900000000001,290.0,stat_gov_kz_real
1992,Северо-Казахстанская область,Ячмень,Акжарский район,52932.0,40361.4,819.9999999999999,stat_gov_kz_real
1993,Северо-Казахстанская область,Ячмень,Акжарский район,60227.0,93965.6,1560.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Ячмень,Акжарский район,53055.0,68889.6,1390.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Ячмень,Акжарский район,47928.0,26854.7,570.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Ячмень,Акжарский район,33576.0,32292.0,960.0,stat_gov_kz_real
1997,Северо-Казахстанская область,Ячмень,Акжарский район,32071.0,10809.0,459.99999999999994,stat_gov_kz_real
1998,Северо-Казахстанская область,Ячмень,Акжарский район,11505.0,6110.900000000001,560.0,stat_gov_kz_real
1999,Северо-Казахстанская область,Ячмень,Акжарский район,9007.0,5423.400000000001,620.0,stat_gov_kz_real
2000,Северо-Казахстанская область,Ячмень,Акжарский район,7768.0,5012.8,730.0,stat_gov_kz_real
2001,Северо-Казахстанская область,Ячмень,Акжарский район,13162.0,13471.6,1019.9999999999999,stat_gov_kz_real
2002,Северо-Казахстанская область,Ячмень,Акжарский район,6554.0,3538.2000000000003,550.0,stat_gov_kz_real
2003,Северо-Казахстанская область,Ячмень,Акжарский район,14083.0,9135.1,650.0,stat_gov_kz_real
2004,Северо-Казахстанская область,Ячмень,Акжарский район,7115.0,6873.6,969.9999999999999,stat_gov_kz_real
2005,Северо-Казахстанская область,Ячмень,Акжарский район,7964.0,9192.4,1150.0,stat_gov_kz_real
2006,Северо-Казахстанская область,Ячмень,Акжарский район,12422.0,14574.2,1230.0,stat_gov_kz_real
2007,Северо-Казахстанская область,Ячмень,Акжарский район,22054.0,27541.2,1420.0,stat_gov_kz_real
2008,Северо-Казахстанская область,Ячмень,Акжарский район,30375.0,10780.7,520.0,stat_gov_kz_real
2009,Северо-Казахстанская область,Ячмень,Акжарский район,27078.0,39649.700000000004,1460.0,stat_gov_kz_real
2010,Северо-Казахстанская область,Ячмень,Акжарский район,28139.0,31205.800000000003,1140.0,stat_gov_kz_real
2011,Северо-Казахстанская область,Ячмень,Акжарский район,73588.0,98850.20000000001,1340.0,stat_gov_kz_real
2012,Северо-Казахстанская область,Ячмень,Акжарский район,49187.0,42169.200000000004,900.0,stat_gov_kz_real
2013,Северо-Казахстанская область,Ячмень,Акжарский район,48951.0,57684.850000000006,1180.0,stat_gov_kz_real
2014,Северо-Казахстанская область,Ячмень,Акжарский район,31695.0,44003.5,1390.0,stat_gov_kz_real
2015,Северо-Казахстанская область,Ячмень,Акжарский район,17672.02,24663.706000000002,1470.0,stat_gov_kz_real
2016,Северо-Казахстанская область,Ячмень,Акжарский район,37695.0,65583.5,1739.9999999999998,stat_gov_kz_real
2017,Северо-Казахстанская область,Ячмень,Акжарский район,30291.0,53898.4,1780.0,stat_gov_kz_real
2018,Северо-Казахстанская область,Ячмень,Акжарский район,37718.0,56895.41,1510.0,stat_gov_kz_real
2019,Северо-Казахстанская область,Ячмень,Акжарский район,39891.0,54381.46,1360.0,stat_gov_kz_real
2020,Северо-Казахстанская область,Ячмень,Акжарский район,37235.0,37463.8,1260.0,stat_gov_kz_real
2021,Северо-Казахстанская область,Ячмень,Акжарский район,24065.0,27182.2,1200.0,stat_gov_kz_real
2022,Северо-Казахстанская область,Ячмень,Акжарский район,26437.0,28020.100000000002,1060.0,stat_gov_kz_real
2023,Северо-Казахстанская область,Ячмень,Акжарский район,38194.0,25606.870000000003,756.28,stat_gov_kz_real
2024,Северо-Казахстанская область,Ячмень,Акжарский район,32804.8,50680.94,1540.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Ячмень,Акжарский район,28423.0,40205.83,1410.0,stat_gov_kz_real
2023,Северо-Казахстанская область,Кукуруза,Аккайынский район,150.0,39.92,270.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Подсолнечник,Аккайынский район,22.0,,,stat_gov_kz_real
1991,Северо-Казахстанская область,Подсолнечник,Аккайынский район,861.0,104.4,180.0,stat_gov_kz_real
1992,Северо-Казахстанская область,Подсолнечник,Аккайынский район,1633.0,357.3,310.0,stat_gov_kz_real
1993,Северо-Казахстанская область,Подсолнечник,Аккайынский район,1027.0,125.9,340.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Подсолнечник,Аккайынский район,530.0,22.200000000000003,90.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Подсолнечник,Аккайынский район,100.0,3.5,80.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
1997,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
1998,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
1999,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2000,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2001,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2002,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2003,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2004,Северо-Казахстанская область,Подсолнечник,Аккайынский район,5.0,,,stat_gov_kz_real
2005,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2006,Северо-Казахстанская область,Подсолнечник,Аккайынский район,600.0,451.6,750.0,stat_gov_kz_real
2007,Северо-Казахстанская область,Подсолнечник,Аккайынский район,200.0,211.9,1060.0,stat_gov_kz_real
2008,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,590.0,stat_gov_kz_real
2009,Северо-Казахстанская область,Подсолнечник,Аккайынский район,1026.0,1385.1000000000001,1350.0,stat_gov_kz_real
2010,Северо-Казахстанская область,Подсолнечник,Аккайынский район,2311.0,1897.7,819.9999999999999,stat_gov_kz_real
2011,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2012,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,,stat_gov_kz_real
2013,Северо-Казахстанская область,Подсолнечник,Аккайынский район,1025.0,900.2,880.0000000000001,stat_gov_kz_real
2014,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,0.0,stat_gov_kz_real
2015,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,0.0,stat_gov_kz_real
2016,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,0.0,stat_gov_kz_real
2017,Северо-Казахстанская область,Подсолнечник,Аккайынский район,,,0.0,stat_gov_kz_real
2018,Северо-Казахстанская область,Подсолнечник,Аккайынский район,0.0,,0.0,stat_gov_kz_real
2022,Северо-Казахстанская область,Подсолнечник,Аккайынский район,610.0,981.8000000000001,1610.0000000000002,stat_gov_kz_real
2023,Северо-Казахстанская область,Подсолнечник,Аккайынский район,2032.0,2101.1,1030.0,stat_gov_kz_real
2024,Северо-Казахстанская область,Подсолнечник,Аккайынский район,2468.52,4660.2,1889.9999999999998,stat_gov_kz_real
2025,Северо-Казахстанская область,Подсолнечник,Аккайынский район,4296.0,7242.67,1689.9999999999998,stat_gov_kz_real
1990,Северо-Казахстанская область,Пшеница,Аккайынский район,76456.0,88006.20000000001,1151.0698964110077,stat_gov_kz_real
1991,Северо-Казахстанская область,Пшеница,Аккайынский район,72040.0,47805.600000000006,663.5980011104942,stat_gov_kz_real
1992,Северо-Казахстанская область,Пшеница,Аккайынский район,69224.0,142363.9,2056.5685311452676,stat_gov_kz_real
1993,Северо-Казахстанская область,Пшеница,Аккайынский район,70258.0,82022.1,1167.4414301574197,stat_gov_kz_real
1994,Северо-Казахстанская область,Пшеница,Аккайынский район,81184.0,68408.3,842.6327847851793,stat_gov_kz_real
1995,Северо-Казахстанская область,Пшеница,Аккайынский район,81976.0,59372.600000000006,724.2680784619889,stat_gov_kz_real
1996,Северо-Казахстанская область,Пшеница,Аккайынский район,92264.0,109855.8,1190.6680828925691,stat_gov_kz_real
1997,Северо-Казахстанская область,Пшеница,Аккайынский район,89271.0,109691.0,1228.741696631605,stat_gov_kz_real
1998,Северо-Казахстанская область,Пшеница,Аккайынский район,93000.0,80595.0,866.6129032258065,stat_gov_kz_real
1999,Северо-Казахстанская область,Пшеница,Аккайынский район,111901.0,180225.0,1610.5754193438845,stat_gov_kz_real
2000,Северо-Казахстанская область,Пшеница,Аккайынский район,116000.0,129714.70000000001,1118.230172413793,stat_gov_kz_real
2001,Северо-Казахстанская область,Пшеница,Аккайынский район,118307.0,234136.0,1979.054493816934,stat_gov_kz_real
2002,Северо-Казахстанская область,Пшеница,Аккайынский район,118996.0,152596.7,1282.3683149013411,stat_gov_kz_real
2003,Северо-Казахстанская область,Пшеница,Аккайынский район,116200.0,134073.0,1153.8123924268502,stat_gov_kz_real
2004,Северо-Казахстанская область,Пшеница,Аккайынский район,134453.0,124550.55,926.3501000349563,stat_gov_kz_real
2005,Северо-Казахстанская область,Пшеница,Аккайынский район,132213.0,172359.13,1303.6473720435965,stat_gov_kz_real
2006,Северо-Казахстанская область,Пшеница,Аккайынский район,149874.0,229144.6,1528.914955229059,stat_gov_kz_real
2007,Северо-Казахстанская область,Пшеница,Аккайынский район,145855.0,,1550.902471632786,stat_gov_kz_real
2008,Северо-Казахстанская область,Пшеница,Аккайынский район,160571.2,222305.6,1384.4674511992187,stat_gov_kz_real
2009,Северо-Казахстанская область,Пшеница,Аккайынский район,164338.5,288197.8,1753.6840119631127,stat_gov_kz_real
2010,Северо-Казахстанская область,Пшеница,Аккайынский район,159447.0,168140.90000000002,1054.525328165472,stat_gov_kz_real
2011,Северо-Казахстанская область,Пшеница,Аккайынский район,155640.5,335962.60000000003,2158.5808321098943,stat_gov_kz_real
2012,Северо-Казахстанская область,Пшеница,Аккайынский район,156809.5,219981.06000000003,1402.8554392431581,stat_gov_kz_real
2013,Северо-Казахстанская область,Пшеница,Аккайынский район,149034.9,191462.49,1284.6822455679844,stat_gov_kz_real
2014,Северо-Казахстанская область,Пшеница,Аккайынский район,141166.0,184370.30000000002,1306.0531572758314,stat_gov_kz_real
2015,Северо-Казахстанская область,Пшеница,Аккайынский район,110966.02,201657.77300000002,1817.2930145642783,stat_gov_kz_real
2016,Северо-Казахстанская область,Пшеница,Аккайынский район,123760.0,225410.15000000002,1821.3489819004526,stat_gov_kz_real
2017,Северо-Казахстанская область,Пшеница,Аккайынский район,117547.0,231891.72000000003,1972.7574502114048,stat_gov_kz_real
2018,Северо-Казахстанская область,Пшеница,Аккайынский район,100984.0,171061.49,1693.9464667670127,stat_gov_kz_real
2019,Северо-Казахстанская область,Пшеница,Аккайынский район,105381.0,172278.61000000002,1634.816617796377,stat_gov_kz_real
2020,Северо-Казахстанская область,Пшеница,Аккайынский район,120801.9,194290.7,1608.3414250934793,stat_gov_kz_real
2021,Северо-Казахстанская область,Пшеница,Аккайынский район,119410.4,186699.939,1563.5148948500298,stat_gov_kz_real
2022,Северо-Казахстанская область,Пшеница,Аккайынский район,124152.9,201679.76,1620.0,stat_gov_kz_real
2023,Северо-Казахстанская область,Пшеница,Аккайынский район,138089.1,191174.31000000003,1384.43,stat_gov_kz_real
2024,Северо-Казахстанская область,Пшеница,Аккайынский район,133335.51,307857.82,2310.0,stat_gov_kz_real
2025,Северо-Казахстанская область,Пшеница,Аккайынский район,113587.5,294193.23,2590.0,stat_gov_kz_real
1990,Северо-Казахстанская область,Ячмень,Аккайынский район,52162.0,82586.40000000001,1580.0,stat_gov_kz_real
1991,Северо-Казахстанская область,Ячмень,Аккайынский район,55260.0,43596.5,790.0,stat_gov_kz_real
1992,Северо-Казахстанская область,Ячмень,Аккайынский район,58541.0,152522.30000000002,2610.0,stat_gov_kz_real
1993,Северо-Казахстанская область,Ячмень,Аккайынский район,68255.0,77855.90000000001,1150.0,stat_gov_kz_real
1994,Северо-Казахстанская область,Ячмень,Аккайынский район,57580.0,80593.3,1450.0,stat_gov_kz_real
1995,Северо-Казахстанская область,Ячмень,Аккайынский район,54669.0,43473.600000000006,840.0,stat_gov_kz_real
1996,Северо-Казахстанская область,Ячмень,Аккайынский район,42569.0,76741.40000000001,1810.0000000000002,stat_gov_kz_real
1997,Северо-Казахстанская область,Ячмень,Аккайынский район,44521.0,47894.200000000004,1150.0,stat_gov_kz_real
1998,Северо-Казахстанская область,Ячмень,Аккайынский район,42307.0,33444.4,790.0,stat_gov_kz_real
1999,Северо-Казахстанская область,Ячмень,Аккайынский район,33484.0,48553.0,1520.0,stat_gov_kz_real
